name,parent_id,parent_title,title,begin_date,end_date,restriction_type,uri,rr_id,note_type
Manuscripts and Archives,"[""RU"",""950"",null,null]","Program on Non-Profit Organizations, Yale University, records","Foundation records, 1979-2000",NULL,2035-01-01,NULL,/repositories/12/archival_objects/988766,5399,accessrestrict
Manuscripts and Archives,"[""RU"",""950"",null,null]","Program on Non-Profit Organizations, Yale University, records","Religion project research, circa 1988-2001",NULL,2036-01-01,NULL,/repositories/12/archival_objects/988973,5400,accessrestrict
Manuscripts and Archives,"[""RU"",""950"",null,null]","Program on Non-Profit Organizations, Yale University, records","Brewster Fund records, circa 1977-1998",NULL,2033-01-01,NULL,/repositories/12/archival_objects/989030,5401,accessrestrict
Manuscripts and Archives,"[""RU"",""950"",null,null]","Program on Non-Profit Organizations, Yale University, records","Publishing records, circa 1984-1991",NULL,2026-01-01,NULL,/repositories/12/archival_objects/989045,5402,accessrestrict
Manuscripts and Archives,"[""RU"",""950"",null,null]","Program on Non-Profit Organizations, Yale University, records","Research records concerning Kellog and Lilly, 1990-1997",NULL,2032-01-01,NULL,/repositories/12/archival_objects/989095,5403,accessrestrict
Manuscripts and Archives,"[""RU"",""950"",null,null]","Program on Non-Profit Organizations, Yale University, records","Seminar files, 1982-2002",NULL,2038-01-01,NULL,/repositories/12/archival_objects/989114,5404,accessrestrict
Manuscripts and Archives,"[""RU"",""950"",null,null]","Program on Non-Profit Organizations, Yale University, records","Financial records, 1998-2002",NULL,2037-01-01,NULL,/repositories/12/archival_objects/989135,5405,accessrestrict
Manuscripts and Archives,"[""RU"",""950"",null,null]","Program on Non-Profit Organizations, Yale University, records","Administrative records, 1995-1997",NULL,2033-01-01,NULL,/repositories/12/archival_objects/989226,5406,accessrestrict
Manuscripts and Archives,"[""RU"",""950"",null,null]","Program on Non-Profit Organizations, Yale University, records","John D. Rockefeller Fellowship records, 1995-1997",NULL,2033-01-01,NULL,/repositories/12/archival_objects/989268,5407,accessrestrict
Manuscripts and Archives,"[""RU"",""960"",null,null]","Office of Trusts and Estates, Yale University, records","Completed files on individuals' trusts and estates, circa 1940-2004",NULL,2040-01-01,NULL,/repositories/12/archival_objects/989288,5409,accessrestrict
Manuscripts and Archives,"[""RU"",""960"",null,null]","Office of Trusts and Estates, Yale University, records","Records of completed files on individuals' trusts and estates, 2004",NULL,2040-01-01,NULL,/repositories/12/archival_objects/989788,5410,accessrestrict
Manuscripts and Archives,"[""RU"",""960"",null,null]","Office of Trusts and Estates, Yale University, records","Records of files closed pre 2003-2005, -2005",NULL,2041-01-01,NULL,/repositories/12/archival_objects/990056,5411,accessrestrict
Manuscripts and Archives,"[""RU"",""960"",null,null]","Office of Trusts and Estates, Yale University, records","Pooled income fund statements and accounting transfers, 2002-2004",NULL,2040-01-01,NULL,/repositories/12/archival_objects/990749,5412,accessrestrict
Manuscripts and Archives,"[""RU"",""960"",null,null]","Office of Trusts and Estates, Yale University, records","Charitable gift annuity statements, 2002-2004",NULL,2040-01-01,NULL,/repositories/12/archival_objects/990756,5413,accessrestrict
Manuscripts and Archives,"[""RU"",""960"",null,null]","Office of Trusts and Estates, Yale University, records","Trust, estate, and gift records, 2007",NULL,2043-01-01,NULL,/repositories/12/archival_objects/990763,5414,accessrestrict
Manuscripts and Archives,"[""RU"",""960"",null,null]","Office of Trusts and Estates, Yale University, records","Card catalog of treasurer files and other financial records, 1900-2000",NULL,2036-01-01,NULL,/repositories/12/archival_objects/991182,5415,accessrestrict
Manuscripts and Archives,"[""RU"",""960"",null,null]","Office of Trusts and Estates, Yale University, records","Trusts and Estates records, 2007",NULL,2043-01-01,NULL,/repositories/12/archival_objects/991207,5416,accessrestrict
Manuscripts and Archives,"[""RU"",""960"",null,null]","Office of Trusts and Estates, Yale University, records","Ken Dayton, Oak Leaf Endowment trust files, 1996-2005",NULL,2041-01-01,NULL,/repositories/12/archival_objects/991290,5417,accessrestrict
Manuscripts and Archives,"[""RU"",""960"",null,null]","Office of Trusts and Estates, Yale University, records","Gift, Bequest, and Life Income records, circa 1971-2010",NULL,2045-01-01,NULL,/repositories/12/archival_objects/991292,5418,accessrestrict
Manuscripts and Archives,"[""RU"",""962"",null,null]","Philip K. Bond, professor of medicine, School of Medicine, Yale University, records","School of Medicine. Philip K. Bondy records, 1971-1988",NULL,2063-01-01,NULL,/repositories/12/archival_objects/993228,5419,accessrestrict
Manuscripts and Archives,"[""RU"",""978"",null,null]","Program in Judaic Studies, Yale University, records","Correspondence, subject files, and newsletters of the Program in Judaic Studies, 1984-1999",NULL,2034-01-01,NULL,/repositories/12/archival_objects/994485,5420,accessrestrict
Manuscripts and Archives,"[""RU"",""978"",null,null]","Program in Judaic Studies, Yale University, records","Records, 1985-2007",NULL,2083-01-01,NULL,/repositories/12/archival_objects/994858,5421,accessrestrict
Manuscripts and Archives,"[""RU"",""983"",null,null]","Department of Athletics, Yale University, records of the athletic director","Records of Delaney Kiphuth as athletic director, 1939-1981",NULL,2016-01-01,NULL,/repositories/12/archival_objects/995101,5422,accessrestrict
Manuscripts and Archives,"[""RU"",""983"",null,null]","Department of Athletics, Yale University, records of the athletic director","Records of the office of the athletic director, circa 1965-1994",NULL,2029-01-01,NULL,/repositories/12/archival_objects/995155,5423,accessrestrict
Manuscripts and Archives,"[""RU"",""995"",null,null]","Pierre Hohenberg, Deputy provost for science and technology, Yale University, records","General and departmental files, circa 1987-2000",NULL,2035-01-01,NULL,/repositories/12/archival_objects/996621,5424,accessrestrict
Manuscripts and Archives,"[""RU"",""995"",null,null]","Pierre Hohenberg, Deputy provost for science and technology, Yale University, records","General and individual departmental files, 1980-2001",NULL,2036-01-01,NULL,/repositories/12/archival_objects/996980,5425,accessrestrict
Manuscripts and Archives,"[""RU"",""995"",null,null]","Pierre Hohenberg, Deputy provost for science and technology, Yale University, records","Deputy provost for science and technology records, 1974-2004",NULL,2040-01-01,NULL,/repositories/12/archival_objects/997285,5426,accessrestrict
Manuscripts and Archives,"[""RU"",""1007"",null,null]","School of Management, Yale University, records of the associate dean for development and alumni relations","Administrative records, 1964-2005",NULL,2041-01-01,NULL,/repositories/12/archival_objects/997776,5427,accessrestrict
Manuscripts and Archives,"[""RU"",""1014"",null,null]","School of Forestry and Environmental Studies, Yale University, records of the dean concerning faculty","Records of the dean of the School of Forestry and Environmental Studies, concerning faculty, 1986-2003",NULL,2079-01-01,NULL,/repositories/12/archival_objects/998373,5428,accessrestrict
Manuscripts and Archives,"[""RU"",""1014"",null,null]","School of Forestry and Environmental Studies, Yale University, records of the dean concerning faculty","Faculty correspondence and appointment records, 1958-2004",NULL,2080-01-01,NULL,/repositories/12/archival_objects/998577,5429,accessrestrict
Manuscripts and Archives,"[""RU"",""1014"",null,null]","School of Forestry and Environmental Studies, Yale University, records of the dean concerning faculty","Faculty appointment records, 1988-2003",NULL,2079-01-01,NULL,/repositories/12/archival_objects/998617,5430,accessrestrict
Manuscripts and Archives,"[""RU"",""1014"",null,null]","School of Forestry and Environmental Studies, Yale University, records of the dean concerning faculty","Faculty search files, 1991-2005",NULL,2081-01-01,NULL,/repositories/12/archival_objects/998627,5431,accessrestrict
Manuscripts and Archives,"[""RU"",""1014"",null,null]","School of Forestry and Environmental Studies, Yale University, records of the dean concerning faculty","Dean's records concerning faculty, 1997-2007",NULL,2083-01-01,NULL,/repositories/12/archival_objects/998788,5432,accessrestrict
Manuscripts and Archives,"[""RU"",""1018"",null,null]","School of Architecture, Yale University, records concerning <title render=""italic"">Retrospecta</title>","Records of activities used to create <title render=""italic"">Retrospecta</title>, 2005-2006",NULL,2042-01-01,NULL,/repositories/12/archival_objects/999033,5433,accessrestrict
Manuscripts and Archives,"[""RU"",""1021"",null,null]","Department of the History of Art, Yale University, student records","Department of the History of Art, Ph.D. student records, 1935-1995",NULL,2071-01-01,NULL,/repositories/12/archival_objects/999714,5434,accessrestrict
Manuscripts and Archives,"[""RU"",""1021"",null,null]","Department of the History of Art, Yale University, student records","Ph.D. student files, 1974-2005",NULL,2081-01-01,NULL,/repositories/12/archival_objects/1000268,5435,accessrestrict
Manuscripts and Archives,"[""RU"",""1106"",null,null]","Lesbian, Gay, Bisexual, and Transgender Studies at Yale records","Lesbian, Gay, Bisexual and Transgender Studies visiting lecturer application files, 1996-2009",NULL,2045-01-01,NULL,/repositories/12/archival_objects/1003953,5436,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Yale dissertations legal files, permissions to microfilm, circa 1970s-1990s",NULL,2035-01-01,NULL,/repositories/12/archival_objects/1017555,5437,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","University Archives RLIN worksheets and problem documentation, circa 1984-1989",NULL,2024-01-01,NULL,/repositories/12/archival_objects/1017556,5438,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Inactive donor files, circa 1920-1999",NULL,2075-01-01,NULL,/repositories/12/archival_objects/1017563,5439,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","University records management survey, 1978-1980",NULL,2016-01-01,NULL,/repositories/12/archival_objects/1017650,5440,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Records of grants, publications, and other projects, circa 1976-1990",NULL,2026-01-01,NULL,/repositories/12/archival_objects/1017962,5441,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Reports, financial/budget, memoranda, personnel and various subject files, 1965-1990",NULL,2026-01-01,NULL,/repositories/12/archival_objects/1018074,5442,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records",Records of the RLG archives preservation microfilming project,NULL,2041-01-01,NULL,/repositories/12/archival_objects/1018447,5443,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Lists of microforms transferred to Microtext, 1994-1996",NULL,2032-01-01,NULL,/repositories/12/archival_objects/1018490,5444,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Administrative records, 1992-1996",NULL,2032-01-01,NULL,/repositories/12/archival_objects/1018491,5445,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Log books, accession cards, catalog type cards, circa 1970-1993",NULL,2029-01-01,NULL,/repositories/12/archival_objects/1018593,5446,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Subject guide and RLIN project files, 1972-1989",NULL,2019-01-01,NULL,/repositories/12/archival_objects/1018609,5447,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Lofton Abrams records, 1980-1984",NULL,2020-01-01,NULL,/repositories/12/archival_objects/1018632,5448,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Donor records, circa 1965-1980",NULL,2055-01-01,NULL,/repositories/12/archival_objects/1018708,5449,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Administrative records concerning budgets and collections, circa 1968-1985",NULL,2020-01-01,NULL,/repositories/12/archival_objects/1018719,5450,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Collection management, locator cards, circa 1973-1988",NULL,2023-01-01,NULL,/repositories/12/archival_objects/1018727,5451,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Collections Management barcode sheet files, 1997-2009",NULL,2040-01-01,NULL,/repositories/12/archival_objects/1018733,5452,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","University Archives accession records, 1930s-2005",NULL,2040-01-01,NULL,/repositories/12/archival_objects/1018753,5453,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Administrative records concerning the architectural archives project, circa 1979-2004",NULL,2039-01-01,NULL,/repositories/12/archival_objects/1018825,5454,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","University Archives accession files, 2006",NULL,2041-01-01,NULL,/repositories/12/archival_objects/1018894,5455,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Richard V. Szary, head of Manuscripts and Archives, records, 1991-2006",NULL,2041-01-01,NULL,/repositories/12/archival_objects/1018900,5456,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Records of Kirsten Jensen, 1978-2001",NULL,2036-01-01,NULL,/repositories/12/archival_objects/1019870,5457,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","Administrative and financial records of the Department of Manuscripts and Archives, circa 1969-2006",NULL,2041-01-01,NULL,/repositories/12/archival_objects/1019935,5458,accessrestrict
Manuscripts and Archives,"[""RU"",""129"",null,null]","Department of Manuscripts and Archives, Yale University, administrative records","University Archives accession inventories, circa 1980-1990",NULL,2026-01-01,NULL,/repositories/12/archival_objects/1020265,5459,accessrestrict
Manuscripts and Archives,"[""RU"",""148"",null,null]",Yale Repertory Theatre records,"Company management and Winterfest records, circa 1980-1990",NULL,2025-01-01,NULL,/repositories/12/archival_objects/1021490,5460,accessrestrict
Manuscripts and Archives,"[""RU"",""148"",null,null]",Yale Repertory Theatre records,"Records of the Yale Repertory Theatre, circa 1941-2001",NULL,2036-01-01,NULL,/repositories/12/archival_objects/1021916,5461,accessrestrict
Manuscripts and Archives,"[""RU"",""148"",null,null]",Yale Repertory Theatre records,"Records of the managing director and associate managing director, 1982-2003",NULL,2038-01-01,NULL,/repositories/12/archival_objects/1022650,5462,accessrestrict
Manuscripts and Archives,"[""RU"",""148"",null,null]",Yale Repertory Theatre records,"Records of playwright August Wilson, 1985-1996",NULL,2032-01-01,NULL,/repositories/12/archival_objects/1023745,5463,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1963, 1959-1963",NULL,2039-01-01,NULL,/repositories/12/archival_objects/1023891,5464,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1964, 1960-1964",NULL,2040-01-01,NULL,/repositories/12/archival_objects/1023961,5465,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1965, 1961-1965",NULL,2041-01-01,NULL,/repositories/12/archival_objects/1024049,5466,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1966, 1962-1966",NULL,2042-01-01,NULL,/repositories/12/archival_objects/1024141,5467,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1967, 1963-1967",NULL,2043-01-01,NULL,/repositories/12/archival_objects/1024236,5468,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1968, 1964-1968",NULL,2044-01-01,NULL,/repositories/12/archival_objects/1024332,5469,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1969, 1965-1969",NULL,2045-01-01,NULL,/repositories/12/archival_objects/1024418,5470,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1970, 1966-1970",NULL,2046-01-01,NULL,/repositories/12/archival_objects/1024508,5471,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records, students withdrawn from the Classes of 1971-1974, 1967-1974",NULL,2050-01-01,NULL,/repositories/12/archival_objects/1024591,5472,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1971, 1967-1971",NULL,2047-01-01,NULL,/repositories/12/archival_objects/1024634,5473,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Classes of 1972-1973, 1968-1973",NULL,2049-01-01,NULL,/repositories/12/archival_objects/1024737,5474,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1974, 1970-1974",NULL,2050-01-01,NULL,/repositories/12/archival_objects/1024923,5475,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1975, 1971-1975",NULL,2051-01-01,NULL,/repositories/12/archival_objects/1025033,5476,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records (recommendations) for the Class of 1975, 1971-1975",NULL,2051-01-01,NULL,/repositories/12/archival_objects/1025164,5477,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1976, 1972-1976",NULL,2052-01-01,NULL,/repositories/12/archival_objects/1025284,5478,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the withdrawn students from the Classes of 1975-1977, 1971-1977",NULL,2053-01-01,NULL,/repositories/12/archival_objects/1025385,5479,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1977, 1973-1977",NULL,2053-01-01,NULL,/repositories/12/archival_objects/1025404,5480,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1978, 1974-1978",NULL,2054-01-01,NULL,/repositories/12/archival_objects/1025514,5481,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1979, 1975-1979",NULL,2056-01-01,NULL,/repositories/12/archival_objects/1025638,5482,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1980, 1976-1980",NULL,2056-01-01,NULL,/repositories/12/archival_objects/1025756,5483,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1981, 1977-1981",NULL,2057-01-01,NULL,/repositories/12/archival_objects/1025903,5484,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1982, 1978-1982",NULL,2058-01-01,NULL,/repositories/12/archival_objects/1026005,5485,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1983, 1979-1983",NULL,2059-01-01,NULL,/repositories/12/archival_objects/1026133,5486,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1984, 1980-1984",NULL,2060-01-01,NULL,/repositories/12/archival_objects/1026241,5487,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1985, 1981-1985",NULL,2061-01-01,NULL,/repositories/12/archival_objects/1026363,5488,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1986, 1982-1986",NULL,2062-01-01,NULL,/repositories/12/archival_objects/1026479,5489,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1987, 1983-1987",NULL,2063-01-01,NULL,/repositories/12/archival_objects/1026593,5490,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1988, 1984-1988",NULL,2064-01-01,NULL,/repositories/12/archival_objects/1026705,5491,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1989, 1985-1989",NULL,2065-01-01,NULL,/repositories/12/archival_objects/1026823,5492,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1990, 1986-1990",NULL,2066-01-01,NULL,/repositories/12/archival_objects/1026948,5493,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1991, 1987-1991",NULL,2067-01-01,NULL,/repositories/12/archival_objects/1027057,5494,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1992, 1988-1992",NULL,2068-01-01,NULL,/repositories/12/archival_objects/1027167,5495,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1993, 1989-1993",NULL,2069-01-01,NULL,/repositories/12/archival_objects/1027285,5496,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1994, 1990-1994",NULL,2070-01-01,NULL,/repositories/12/archival_objects/1027400,5497,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1995, 1991-1995",NULL,2071-01-01,NULL,/repositories/12/archival_objects/1027511,5498,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1996, 1992-1996",NULL,2072-01-01,NULL,/repositories/12/archival_objects/1027628,5499,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1997, 1993-1997",NULL,2072-01-01,NULL,/repositories/12/archival_objects/1027746,5500,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1998, 1994-1998",NULL,2074-01-01,NULL,/repositories/12/archival_objects/1027861,5501,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 1999, 1995-1999",NULL,2075-01-01,NULL,/repositories/12/archival_objects/1027978,5502,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 2001, 1997-2001",NULL,2077-01-01,NULL,/repositories/12/archival_objects/1028215,5503,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 2002, 1998-2002",NULL,2078-01-01,NULL,/repositories/12/archival_objects/1028333,5504,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 2003, 1999-2003",NULL,2079-01-01,NULL,/repositories/12/archival_objects/1028442,5505,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 2004, 1991-2004",NULL,2080-01-01,NULL,/repositories/12/archival_objects/1028570,5506,accessrestrict
Manuscripts and Archives,"[""RU"",""158"",null,null]","Morse College, Yale University, student records","Student records for the Class of 2005, 1974-2005",NULL,2080-01-01,NULL,/repositories/12/archival_objects/1028692,5507,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Classes of 1975-1976,NULL,2052-01-01,NULL,/repositories/12/archival_objects/1029090,5510,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1977,NULL,2053-01-01,NULL,/repositories/12/archival_objects/1029420,5511,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class Of 1978,NULL,2054-01-01,NULL,/repositories/12/archival_objects/1029529,5512,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1979,NULL,2055-01-01,NULL,/repositories/12/archival_objects/1029641,5513,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1980,NULL,2056-01-01,NULL,/repositories/12/archival_objects/1029743,5514,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1981,NULL,2057-01-01,NULL,/repositories/12/archival_objects/1029860,5515,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1982,NULL,2058-01-01,NULL,/repositories/12/archival_objects/1029976,5516,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1983,NULL,2059-01-01,NULL,/repositories/12/archival_objects/1030090,5517,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1984,NULL,2060-01-01,NULL,/repositories/12/archival_objects/1030187,5518,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Ex-students 1973-1983,NULL,2059-01-01,NULL,/repositories/12/archival_objects/1030317,5519,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1985,NULL,2061-01-01,NULL,/repositories/12/archival_objects/1030390,5520,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1986,NULL,2062-01-01,NULL,/repositories/12/archival_objects/1030507,5521,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1987,NULL,2063-01-01,NULL,/repositories/12/archival_objects/1030628,5522,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1988,NULL,2064-01-01,NULL,/repositories/12/archival_objects/1030735,5523,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1989,NULL,2065-01-01,NULL,/repositories/12/archival_objects/1030861,5524,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1990,NULL,2066-01-01,NULL,/repositories/12/archival_objects/1030952,5525,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1991,NULL,2067-01-01,NULL,/repositories/12/archival_objects/1031066,5526,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1992,NULL,2068-01-01,NULL,/repositories/12/archival_objects/1031184,5527,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1993,NULL,2069-01-01,NULL,/repositories/12/archival_objects/1031292,5528,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1994,NULL,2070-01-01,NULL,/repositories/12/archival_objects/1031404,5529,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1995,NULL,2071-01-01,NULL,/repositories/12/archival_objects/1031527,5530,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1996,NULL,2072-01-01,NULL,/repositories/12/archival_objects/1031642,5531,accessrestrict
Manuscripts and Archives,"[""RU"",""160"",null,null]","Berkeley College, Yale University, student records",Student records for the Class of 1997,NULL,2073-01-01,NULL,/repositories/12/archival_objects/1031756,5532,accessrestrict
